rank,planet_name,star_system,habitability_probability,habitability_score,predicted_habitable,actual_label,discovery_year
1,Kepler-167 e,Kepler-167,0.4488621399322895,44.88621399322895,0,0,2016
2,Kepler-1654 b,Kepler-1654,0.42720095958014676,42.720095958014674,0,0,2018
3,Kepler-174 d,Kepler-174,0.24988174931914414,24.988174931914415,0,1,2014
4,Kepler-62 f,Kepler-62,0.22728614359956914,22.728614359956914,0,1,2013
5,Kepler-452 b,Kepler-452,0.213347070673926,21.3347070673926,0,1,2015
6,Kepler-1593 b,Kepler-1593,0.2130326974370357,21.30326974370357,0,0,2016
7,Kepler-1704 b,Kepler-1704,0.18311343996660634,18.311343996660632,0,0,2013
8,Kepler-441 b,Kepler-441,0.16676952404844342,16.676952404844343,0,0,2015
9,Kepler-22 b,Kepler-22,0.12969583515463973,12.969583515463972,0,0,2011
10,Kepler-443 b,Kepler-443,0.12854567848881443,12.854567848881443,0,1,2015
11,Kepler-1544 b,Kepler-1544,0.11616650358351441,11.61665035835144,0,1,2016
12,Kepler-1630 b,Kepler-1630,0.11596492749970459,11.596492749970459,0,0,2016
13,Kepler-1638 b,Kepler-1638,0.1121396559318731,11.213965593187309,0,0,2016
14,Kepler-421 b,Kepler-421,0.10942065552474263,10.942065552474263,0,0,2014
15,Kepler-1653 b,Kepler-1653,0.09475915170839949,9.475915170839949,0,1,2017
16,Kepler-1058 b,Kepler-1058,0.09120450425522046,9.120450425522046,0,1,2016
17,EPIC 248847494 b,EPIC 248847494,0.08942394095346577,8.942394095346577,0,0,2018
18,Kepler-62 e,Kepler-62,0.08742052201718167,8.742052201718167,0,0,2013
19,Kepler-1362 b,Kepler-1362,0.08590844396071089,8.59084439607109,0,1,2016
20,Kepler-1533 b,Kepler-1533,0.0793272833635281,7.93272833635281,0,0,2016
21,Kepler-1540 b,Kepler-1540,0.07806177317782838,7.806177317782838,0,1,2016
22,Kepler-69 c,Kepler-69,0.0753092026203221,7.53092026203221,0,0,2013
23,Kepler-309 c,Kepler-309,0.06884194813528456,6.884194813528456,0,1,2014
24,Kepler-311 d,Kepler-311,0.065916328767561,6.591632876756099,0,0,2023
25,Kepler-186 f,Kepler-186,0.06552024362244957,6.552024362244957,0,0,2014
26,Kepler-705 b,Kepler-705,0.06429364485550783,6.429364485550783,0,1,2016
27,Kepler-1996 c,Kepler-1996,0.061566895008856634,6.156689500885664,0,0,2023
28,Kepler-1389 b,Kepler-1389,0.06078013120746852,6.078013120746852,0,0,2016
29,Kepler-1816 b,Kepler-1816,0.06033819152453953,6.033819152453953,0,0,2021
30,Kepler-1040 b,Kepler-1040,0.05768805199700846,5.768805199700846,0,0,2016
31,Kepler-283 c,Kepler-283,0.05747693880177292,5.747693880177292,0,1,2014
32,Kepler-991 b,Kepler-991,0.0572338599906614,5.7233859990661395,0,1,2016
33,Kepler-296 f,Kepler-296,0.05706585183566857,5.706585183566857,0,1,2014
34,Kepler-442 b,Kepler-442,0.05525851707926538,5.525851707926538,0,1,2015
35,LHS 1140 b,LHS 1140,0.05466595823202518,5.466595823202518,0,1,2017
36,Kepler-1858 b,Kepler-1858,0.05289816840940813,5.289816840940813,0,0,2021
37,Kepler-445 d,Kepler-445,0.05179333292188486,5.179333292188486,0,0,2015
38,TOI-2257 b,TOI-2257,0.0515358028414572,5.15358028414572,0,1,2021
39,Kepler-1552 b,Kepler-1552,0.050703798668188624,5.070379866818862,0,1,2016
40,Kepler-993 b,Kepler-993,0.05051723700922588,5.0517237009225875,0,0,2016
41,Kepler-560 b,Kepler-560,0.049848758190674025,4.984875819067403,0,0,2016
42,TOI-4336 A b,TOI-4336 A,0.04959575415022403,4.959575415022403,0,0,2024
43,TOI-712 d,TOI-712,0.04952530240478422,4.952530240478422,0,0,2022
44,Kepler-1651 b,Kepler-1651,0.04874095101316679,4.874095101316679,0,0,2017
45,L 98-59 d,L 98-59,0.048352671902791716,4.835267190279172,0,0,2019
46,TOI-1266 c,TOI-1266,0.047644071720876105,4.76440717208761,0,0,2020
47,Kepler-296 d,Kepler-296,0.047600390664526024,4.760039066452602,0,0,2014
48,Kepler-440 b,Kepler-440,0.04713645659555748,4.713645659555747,0,1,2015
49,TOI-6002 b,TOI-6002,0.04682754710206276,4.682754710206276,0,0,2024
50,TOI-406.01,TOI-406.01,0.04680981052148931,4.6809810521489315,0,0,2024
51,Kepler-225 c,Kepler-225,0.04602137108706121,4.602137108706121,0,0,2014
52,LTT 3780 c,LTT 3780,0.04595564382249854,4.5955643822498535,0,0,2020
53,TOI-5713 b,TOI-5713,0.0459266885331477,4.59266885331477,0,0,2024
54,Kepler-749 b,Kepler-749,0.04580511950162297,4.580511950162297,0,0,2016
55,Kepler-1052 c,Kepler-1052,0.04537942803500387,4.537942803500386,0,0,2023
56,Kepler-1439 b,Kepler-1439,0.044765030431369535,4.476503043136954,0,0,2016
57,TOI-2266 b,TOI-2266,0.044675502628388444,4.467550262838844,0,0,2024
58,Kepler-439 b,Kepler-439,0.044339820084474915,4.433982008447492,0,0,2015
59,Kepler-1229 b,Kepler-1229,0.044227612439883345,4.422761243988335,0,0,2016
60,TOI-4184 b,TOI-4184,0.04418867422537012,4.418867422537012,0,0,2023
61,Kepler-1652 b,Kepler-1652,0.04390378352396072,4.3903783523960715,0,1,2017
62,G 9-40 b,G 9-40,0.043319294967385555,4.331929496738556,0,0,2019
63,K2-18 b,K2-18,0.043254806806361436,4.325480680636144,0,0,2015
64,LP 791-18 c,LP 791-18,0.043183091359320316,4.318309135932032,0,0,2019
65,TOI-5388.01,TOI-5388.01,0.04307353714772151,4.307353714772151,0,0,2024
66,TOI-1452 b,TOI-1452,0.04299870832168678,4.299870832168677,0,0,2022
67,TOI-912 b,TOI-912,0.04295744440281929,4.295744440281929,0,0,2025
68,TOI-1224 b,TOI-1224,0.042710948787976835,4.271094878797683,0,0,2024
69,TOI-1468 c,TOI-1468,0.04259675069927741,4.259675069927741,0,0,2022
70,TOI-270 d,TOI-270,0.042417106368563405,4.24171063685634,0,0,2019
71,TOI-2096 c,TOI-2096,0.04234790940702741,4.234790940702741,0,0,2023
72,Kepler-662 b,Kepler-662,0.04203208579635712,4.203208579635712,0,0,2016
73,K2-133 e,K2-133,0.041732155156952125,4.173215515695213,0,0,2019
74,Kepler-504 b,Kepler-504,0.04168533768991496,4.168533768991496,0,0,2016
75,Kepler-1410 b,Kepler-1410,0.0412779071941608,4.12779071941608,0,1,2016
76,Kepler-1606 b,Kepler-1606,0.0412393736711106,4.12393736711106,0,0,2016
77,Kepler-622 b,Kepler-622,0.040989297950030784,4.0989297950030785,0,0,2016
78,Kepler-1624 b,Kepler-1624,0.04095277769663259,4.095277769663259,0,0,2016
79,Kepler-296 e,Kepler-296,0.04095048838084105,4.0950488380841055,0,1,2014
80,TOI-270 c,TOI-270,0.04078101454148895,4.078101454148895,0,0,2019
81,TOI-700 d,TOI-700,0.040648121891485915,4.064812189148592,0,1,2020
82,TOI-4364 b,TOI-4364,0.03994482472308266,3.994482472308266,0,0,2025
83,TOI-5799 b,TOI-5799,0.03953351980582086,3.953351980582086,0,0,2024
84,Kepler-437 b,Kepler-437,0.03951043958529241,3.951043958529241,0,0,2015
85,Kepler-1450 b,Kepler-1450,0.039281177727585936,3.9281177727585934,0,0,2016
86,TOI-1693 b,TOI-1693,0.0392247361014018,3.92247361014018,0,0,2022
87,Kepler-1071 b,Kepler-1071,0.03914938654856902,3.914938654856902,0,0,2016
88,Kepler-296 c,Kepler-296,0.03882850974107461,3.882850974107461,0,0,2014
89,TOI-521 b,TOI-521,0.038724181386411496,3.87241813864115,0,0,2025
90,Kepler-445 c,Kepler-445,0.03864545676138737,3.864545676138737,0,0,2015
91,TOI-2136 b,TOI-2136,0.03852308779265834,3.852308779265834,0,0,2022
92,TOI-1470 b,TOI-1470,0.03824241690343159,3.824241690343159,0,0,2023
93,Kepler-1701 b,Kepler-1701,0.038104684829599535,3.8104684829599536,0,0,2020
94,Kepler-331 d,Kepler-331,0.03809054777037883,3.809054777037883,0,0,2014
95,Kepler-235 e,Kepler-235,0.038080833804380196,3.8080833804380196,0,0,2014
96,Kepler-1874 b,Kepler-1874,0.038048123349898016,3.8048123349898018,0,0,2021
97,K2-9 b,K2-9,0.03790280474263445,3.790280474263445,0,0,2015
98,Kepler-1350 b,Kepler-1350,0.03789379015136824,3.789379015136824,0,0,2016
99,TOI-1266 b,TOI-1266,0.03783243211292064,3.7832432112920635,0,0,2020
100,Kepler-446 b,Kepler-446,0.0377028187759933,3.7702818775993303,0,0,2015
101,Kepler-155 c,Kepler-155,0.037610893559584205,3.7610893559584206,0,0,2014
102,Kepler-1649 b,Kepler-1649,0.03747143289375727,3.747143289375727,0,0,2017
103,TOI-2285 b,TOI-2285,0.03733176548218636,3.733176548218636,0,0,2021
104,Kepler-1168 b,Kepler-1168,0.037292883712495735,3.7292883712495737,0,0,2016
105,Kepler-436 b,Kepler-436,0.03700820108987459,3.7008201089874593,0,0,2015
106,Kepler-482 b,Kepler-482,0.03688818570362733,3.6888185703627325,0,0,2016
107,Kepler-1649 c,Kepler-1649,0.03675919349861912,3.6759193498619123,0,1,2020
108,TOI-2084 b,TOI-2084,0.036664069267124996,3.6664069267124995,0,0,2023
109,TOI-715 b,TOI-715,0.036609189509222144,3.6609189509222144,0,1,2023
110,K2-117 b,K2-117,0.03657361174218955,3.657361174218955,0,0,2017
111,Kepler-42 d,Kepler-42,0.036516585248086986,3.6516585248086986,0,0,2011
112,K2-3 d,K2-3,0.036157121757058396,3.6157121757058395,0,0,2015
113,Kepler-42 b,Kepler-42,0.03600916852451265,3.600916852451265,0,0,2011
114,Kepler-973 b,Kepler-973,0.035724406251227386,3.5724406251227387,0,0,2016
115,K2-321 b,K2-321,0.03566043533824706,3.566043533824706,0,0,2020
116,Kepler-732 b,Kepler-732,0.03565232146850228,3.565232146850228,0,0,2016
117,LHS 3844 b,LHS 3844,0.035461304024241205,3.5461304024241205,0,0,2019
118,Kepler-61 b,Kepler-61,0.03544614180472881,3.5446141804728812,0,0,2013
119,Kepler-42 c,Kepler-42,0.035374345495977094,3.5374345495977093,0,0,2011
120,Kepler-239 c,Kepler-239,0.035272556270795084,3.5272556270795086,0,0,2014
121,Kepler-1849 b,Kepler-1849,0.03524470783562202,3.5244707835622022,0,0,2021
122,Kepler-445 b,Kepler-445,0.035198800288540076,3.5198800288540077,0,0,2015
123,K2-415 b,K2-415,0.03517547802180629,3.517547802180629,0,0,2023
124,Kepler-1178 b,Kepler-1178,0.035153219115890415,3.5153219115890413,0,0,2016
125,Kepler-1124 b,Kepler-1124,0.034895991804980195,3.4895991804980193,0,0,2016
126,Kepler-1089 b,Kepler-1089,0.03415685618513829,3.4156856185138293,0,0,2016
127,Gliese 12 b,Gliese 12,0.03394633666247359,3.394633666247359,0,0,2024
128,TOI-1680 b,TOI-1680,0.033919080318685055,3.3919080318685055,0,0,2023
129,TOI-1846 b,TOI-1846,0.033775783552603175,3.3775783552603174,0,0,2025
130,TRAPPIST-1 d,TRAPPIST-1,0.0337414563924474,3.3741456392447398,0,0,2016
131,Kepler-1455 b,Kepler-1455,0.03369459629021092,3.3694596290210916,0,0,2016
132,TOI-663 c,TOI-663,0.03301792467756478,3.301792467756478,0,0,2024
133,Kepler-26 e,Kepler-26,0.033011995345841746,3.3011995345841747,0,0,2014
134,Kepler-263 c,Kepler-263,0.03295438270610359,3.295438270610359,0,0,2014
135,K2-315 b,K2-315,0.03280013588034593,3.280013588034593,0,0,2020
136,TOI-6008 b,TOI-6008,0.03260854987773572,3.260854987773572,0,0,2024
137,Kepler-1582 b,Kepler-1582,0.03258821556030138,3.2588215560301377,0,0,2016
138,Kepler-436 c,Kepler-436,0.032509242402674096,3.2509242402674094,0,0,2016
139,LTT 1445 A b,LTT 1445 A,0.032499366577383594,3.2499366577383593,0,0,2019
140,TOI-1201 b,TOI-1201,0.03236565937207865,3.2365659372078652,0,0,2021
141,TOI-1695 b,TOI-1695,0.03228697336062868,3.228697336062868,0,0,2022
142,TOI-6086 b,TOI-6086,0.03224704142489389,3.2247041424893887,0,0,2024
143,LHS 475 b,LHS 475,0.03206753903302996,3.206753903302996,0,0,2023
144,TOI-206 b,TOI-206,0.031966024148003355,3.1966024148003354,0,0,2022
145,LHS 1478 b,LHS 1478,0.03186035199826561,3.186035199826561,0,0,2021
146,L 98-59 b,L 98-59,0.031785700427375455,3.1785700427375456,0,0,2019
147,Kepler-786 b,Kepler-786,0.031665277859166036,3.1665277859166037,0,0,2016
148,Kepler-369 c,Kepler-369,0.031547698578097604,3.1547698578097605,0,0,2014
149,Kepler-331 c,Kepler-331,0.03134655596834209,3.134655596834209,0,0,2014
150,TOI-2445 b,TOI-2445,0.031146945714999364,3.1146945714999363,0,0,2022
151,SPECULOOS-3 b,SPECULOOS-3,0.031095283351864362,3.109528335186436,0,0,2024
152,Kepler-249 d,Kepler-249,0.030995957997998237,3.0995957997998236,0,0,2014
153,LHS 1678 d,LHS 1678,0.03091409592383282,3.0914095923832816,0,0,2024
154,TOI-6324 b,TOI-6324,0.030859820092211575,3.0859820092211576,0,0,2025
155,Kepler-1646 b,Kepler-1646,0.03084110089947854,3.084110089947854,0,0,2016
156,GJ 357 b,GJ 357,0.03082606347202651,3.082606347202651,0,0,2019
157,TOI-904 c,TOI-904,0.03082005208488422,3.0820052084884217,0,1,2023
158,LP 791-18 d,LP 791-18,0.030793456756882904,3.07934567568829,0,0,2023
159,L 98-59 c,L 98-59,0.03066374309660357,3.066374309660357,0,0,2019
160,GJ 3473 b,GJ 3473,0.03064017127426638,3.064017127426638,0,0,2020
161,Kepler-87 c,Kepler-87,0.030636472109007707,3.0636472109007706,0,0,2013
162,LHS 1678 c,LHS 1678,0.03057362112975646,3.057362112975646,0,0,2021
163,LHS 1140 c,LHS 1140,0.03057336926910017,3.057336926910017,0,0,2018
164,TOI-1442 b,TOI-1442,0.030472625760638795,3.0472625760638796,0,0,2022
165,Kepler-1319 b,Kepler-1319,0.0302928403527233,3.02928403527233,0,0,2016
166,Kepler-1042 b,Kepler-1042,0.03026119195303148,3.026119195303148,0,0,2016
167,LHS 1678 b,LHS 1678,0.0301638291212571,3.01638291212571,0,0,2021
168,Kepler-1536 b,Kepler-1536,0.03007737276996007,3.007737276996007,0,0,2016
169,Kepler-965 b,Kepler-965,0.030041680742808375,3.0041680742808374,0,0,2016
170,Kepler-296 b,Kepler-296,0.030003254846532566,3.0003254846532568,0,0,2014
171,Kepler-446 d,Kepler-446,0.02997773327289046,2.997773327289046,0,0,2015
172,TOI-237 b,TOI-237,0.029916419332336536,2.9916419332336535,0,0,2020
173,GJ 1132 b,GJ 1132,0.029884156422396547,2.9884156422396546,0,0,2015
174,LP 791-18 b,LP 791-18,0.02986363010035346,2.986363010035346,0,0,2019
175,Kepler-1459 b,Kepler-1459,0.029844950815080783,2.9844950815080784,0,0,2016
176,GJ 1252 b,GJ 1252,0.029681526316018975,2.9681526316018974,0,0,2020
177,TOI-1634 b,TOI-1634,0.029653641200160112,2.965364120016011,0,0,2021
178,GJ 238 b,GJ 238,0.029618450252591022,2.961845025259102,0,0,2024
179,KIC 9663113 b,KIC 9663113,0.029479934791185068,2.947993479118507,0,0,2015
180,GJ 806 b,GJ 806,0.02941171892741587,2.941171892741587,0,0,2023
181,Kepler-942 b,Kepler-942,0.02937962928539971,2.9379629285399713,0,0,2016
182,Kepler-52 d,Kepler-52,0.02935578173462188,2.935578173462188,0,0,2014
183,Kepler-267 d,Kepler-267,0.029349872054676256,2.9349872054676256,0,0,2014
184,TOI-270 b,TOI-270,0.02930019066154311,2.930019066154311,0,0,2019
185,TOI-6255 b,TOI-6255,0.029288378902062196,2.9288378902062195,0,0,2024
186,TOI-6000 b,TOI-6000,0.02915493215618218,2.915493215618218,0,0,2025
187,Kepler-446 c,Kepler-446,0.029074358330307644,2.9074358330307644,0,0,2015
188,Kepler-1321 c,Kepler-1321,0.028917497065553133,2.8917497065553133,0,0,2016
189,Kepler-737 b,Kepler-737,0.028790331313269125,2.8790331313269126,0,0,2016
190,TOI-2096 b,TOI-2096,0.028717009303460293,2.8717009303460292,0,0,2023
191,Kepler-1126 c,Kepler-1126,0.028643823575639337,2.8643823575639336,0,0,2023
192,TOI-1438 b,TOI-1438,0.028599563949683153,2.8599563949683153,0,0,2025
193,Kepler-1716 b,Kepler-1716,0.028425244627693184,2.8425244627693185,0,0,2021
194,Kepler-1632 b,Kepler-1632,0.028346166725921378,2.8346166725921376,0,0,2016
195,LP 890-9 c,LP 890-9,0.028251008021256914,2.8251008021256916,0,1,2022
196,LHS 1815 b,LHS 1815,0.028212419929737657,2.8212419929737655,0,0,2020
197,TOI-700 b,TOI-700,0.02809843790407861,2.8098437904078613,0,0,2020
198,LP 890-9 b,LP 890-9,0.02806270872574419,2.806270872574419,0,0,2022
199,Kepler-779 b,Kepler-779,0.027820896337347512,2.7820896337347514,0,0,2016
200,Kepler-577 b,Kepler-577,0.027742345070330177,2.7742345070330177,0,0,2016
201,Wolf 327 b,Wolf 327,0.027720356230426978,2.7720356230426977,0,0,2024
202,Kepler-174 c,Kepler-174,0.027631468341539133,2.7631468341539134,0,0,2014
203,TOI-1450 A b,TOI-1450 A,0.027619799827389074,2.7619799827389073,0,0,2024
204,KOI-4777.01,KOI-4777.01,0.027521608821947895,2.7521608821947896,0,0,2022
205,Kepler-235 d,Kepler-235,0.027500822786819774,2.7500822786819774,0,0,2014
206,Kepler-331 b,Kepler-331,0.0274083851579148,2.74083851579148,0,0,2014
207,Kepler-1460 b,Kepler-1460,0.02737514468234011,2.7375144682340107,0,0,2016
208,Kepler-329 c,Kepler-329,0.027319242310934345,2.7319242310934344,0,0,2014
209,Kepler-1741 b,Kepler-1741,0.027259363538319425,2.7259363538319423,0,0,2021
210,Kepler-225 b,Kepler-225,0.02723274452190707,2.723274452190707,0,0,2014
211,TOI-1468 b,TOI-1468,0.027188062849341756,2.7188062849341756,0,0,2022
212,Kepler-1465 b,Kepler-1465,0.02707866962028683,2.707866962028683,0,0,2016
213,TOI-700 e,TOI-700,0.027055780414491103,2.7055780414491104,0,0,2023
214,Kepler-1984 b,Kepler-1984,0.027016638230856094,2.7016638230856094,0,0,2023
215,Kepler-1650 b,Kepler-1650,0.02697937242005754,2.6979372420057537,0,0,2017
216,HD 219134 d,HD 219134,0.026771528944635782,2.6771528944635783,0,0,2015
217,Kepler-397 b,Kepler-397,0.026762917380094415,2.6762917380094415,0,0,2014
218,TOI-4559 b,TOI-4559,0.026737822878241346,2.6737822878241344,0,0,2024
219,Kepler-395 c,Kepler-395,0.026694966081334058,2.669496608133406,0,0,2014
220,Kepler-1802 c,Kepler-1802,0.02655786106376714,2.655786106376714,0,0,2021
221,Kepler-249 c,Kepler-249,0.026457458844635205,2.6457458844635204,0,0,2014
222,Kepler-1822 b,Kepler-1822,0.026427732738540193,2.6427732738540195,0,0,2021
223,Kepler-138 d,Kepler-138,0.02636134545857105,2.636134545857105,0,0,2014
224,Kepler-205 c,Kepler-205,0.026293456871801048,2.6293456871801046,0,0,2014
225,Kepler-158 c,Kepler-158,0.026251076770854524,2.6251076770854525,0,0,2014
226,Kepler-1635 b,Kepler-1635,0.02623402822352152,2.623402822352152,0,0,2016
227,Kepler-1854 b,Kepler-1854,0.02621968387012396,2.6219683870123958,0,0,2021
228,TOI-5720 b,TOI-5720,0.026161942154887458,2.6161942154887456,0,0,2024
229,Kepler-1388 e,Kepler-1388,0.02615846294782583,2.6158462947825827,0,0,2016
230,Kepler-369 b,Kepler-369,0.026046061516593406,2.6046061516593406,0,0,2014
231,Kepler-1308 b,Kepler-1308,0.025740120414308437,2.574012041430844,0,0,2016
232,Kepler-925 b,Kepler-925,0.02572329364307723,2.572329364307723,0,0,2016
233,Kepler-1461 b,Kepler-1461,0.02570817024399835,2.570817024399835,0,0,2016
234,K2-3 c,K2-3,0.025590424328575175,2.5590424328575176,0,0,2015
235,GJ 3929 b,GJ 3929,0.025475552064148577,2.5475552064148577,0,0,2022
236,Kepler-1350 c,Kepler-1350,0.02532992072912743,2.532992072912743,0,0,2016
237,Kepler-48 d,Kepler-48,0.02528007244091719,2.528007244091719,0,0,2014
238,Kepler-1026 b,Kepler-1026,0.02522047857895702,2.5220478578957017,0,0,2016
239,Kepler-1548 b,Kepler-1548,0.025062237631549376,2.506223763154938,0,0,2016
240,Kepler-62 d,Kepler-62,0.0249467704561449,2.4946770456144898,0,0,2013
241,Kepler-1996 b,Kepler-1996,0.024901803420744537,2.4901803420744537,0,0,2023
242,Ross 176 b,Ross 176,0.024893076793123234,2.4893076793123234,0,0,2025
243,Kepler-224 e,Kepler-224,0.024831825703892647,2.483182570389265,0,0,2014
244,Kepler-249 b,Kepler-249,0.024819407362541734,2.4819407362541734,0,0,2014
245,Kepler-1388 d,Kepler-1388,0.02481125716599505,2.481125716599505,0,0,2016
246,K2-136 d,K2-136,0.024727818054458596,2.4727818054458597,0,0,2017
247,Kepler-83 c,Kepler-83,0.024656273572021208,2.465627357202121,0,0,2012
248,TOI-2093 c,TOI-2093,0.024585196817094326,2.458519681709433,0,0,2025
249,Kepler-231 c,Kepler-231,0.024579767202733933,2.4579767202733933,0,0,2014
250,Kepler-220 e,Kepler-220,0.0245226767440755,2.45226767440755,0,0,2014
251,Kepler-974 b,Kepler-974,0.024342061770702847,2.4342061770702847,0,0,2016
252,Kepler-833 b,Kepler-833,0.024293388560231704,2.4293388560231706,0,0,2016
253,Kepler-1110 b,Kepler-1110,0.0242780759348614,2.42780759348614,0,0,2016
254,Kepler-298 c,Kepler-298,0.024272517081014102,2.42725170810141,0,0,2014
255,Kepler-1855 b,Kepler-1855,0.0242549151212225,2.42549151212225,0,0,2021
256,Kepler-124 c,Kepler-124,0.024050267740746232,2.4050267740746234,0,0,2014
257,Kepler-174 b,Kepler-174,0.023976487984335094,2.3976487984335093,0,0,2014
258,Kepler-236 c,Kepler-236,0.023961817282751784,2.3961817282751783,0,0,2014
259,Kepler-32 d,Kepler-32,0.023878419535352947,2.3878419535352946,0,0,2012
260,Kepler-1221 b,Kepler-1221,0.023738872879373978,2.373887287937398,0,0,2016
261,Kepler-1161 b,Kepler-1161,0.023734581804278666,2.3734581804278667,0,0,2016
262,Kepler-1337 b,Kepler-1337,0.02368611891784447,2.3686118917844468,0,0,2016
263,Kepler-367 c,Kepler-367,0.023614606878449393,2.3614606878449393,0,0,2014
264,Kepler-124 d,Kepler-124,0.023609331214177087,2.3609331214177085,0,0,2014
265,K2-180 b,K2-180,0.023591831427818483,2.3591831427818484,0,0,2018
266,TOI-2095 b,TOI-2095,0.02337614567202627,2.337614567202627,0,0,2023
267,Kepler-1853 b,Kepler-1853,0.023338851477915257,2.3338851477915257,0,0,2021
268,Kepler-327 d,Kepler-327,0.023214546237140463,2.3214546237140463,0,0,2014
269,TOI-244 b,TOI-244,0.02314819815087288,2.314819815087288,0,0,2023
270,Kepler-617 b,Kepler-617,0.023031247612830624,2.3031247612830623,0,0,2016
271,LTT 1445 A c,LTT 1445 A,0.022999898971544114,2.2999898971544113,0,0,2022
272,Kepler-988 b,Kepler-988,0.02288094118647502,2.288094118647502,0,0,2016
273,LTT 3780 b,LTT 3780,0.022872862996122234,2.2872862996122234,0,0,2020
274,TRAPPIST-1 h,TRAPPIST-1,0.02286729678574728,2.2867296785747278,0,0,2017
275,TOI-406 c,TOI-406,0.02282218669156174,2.282218669156174,0,0,2024
276,Kepler-1022 b,Kepler-1022,0.022751674779889534,2.2751674779889535,0,0,2016
277,Kepler-52 c,Kepler-52,0.022746673553587553,2.2746673553587553,0,0,2012
278,Kepler-159 b,Kepler-159,0.022654155400135302,2.2654155400135303,0,0,2014
279,Kepler-801 b,Kepler-801,0.022617026187964732,2.2617026187964733,0,0,2016
280,Kepler-1418 b,Kepler-1418,0.02257494998568819,2.257494998568819,0,0,2016
281,K2-5 c,K2-5,0.02250545537050876,2.250545537050876,0,0,2015
282,Kepler-49 e,Kepler-49,0.02245682652449471,2.245682652449471,0,0,2014
283,TOI-771 b,TOI-771,0.02232299919748442,2.232299919748442,0,0,2024
284,TOI-540 b,TOI-540,0.022157642762604506,2.2157642762604506,0,0,2020
285,Kepler-659 b,Kepler-659,0.022118707297874955,2.2118707297874955,0,0,2016
286,TOI-1470 c,TOI-1470,0.022058996905497737,2.205899690549774,0,0,2023
287,Kepler-1388 b,Kepler-1388,0.022037671848131865,2.2037671848131866,0,0,2016
288,Kepler-1897 b,Kepler-1897,0.022033203481450603,2.20332034814506,0,0,2021
289,Kepler-551 b,Kepler-551,0.022006664519259426,2.2006664519259425,0,0,2016
290,Kepler-114 d,Kepler-114,0.02197281692851846,2.197281692851846,0,0,2013
291,Kepler-1798 b,Kepler-1798,0.021944780583375234,2.1944780583375234,0,0,2021
292,Kepler-1499 b,Kepler-1499,0.021892985962123017,2.1892985962123017,0,0,2016
293,TOI-4600 c,TOI-4600,0.02185868290851147,2.1858682908511473,0,0,2023
294,Kepler-878 b,Kepler-878,0.021857060351706557,2.185706035170656,0,0,2016
295,Kepler-120 c,Kepler-120,0.021824272586736283,2.1824272586736284,0,0,2014
296,Kepler-732 c,Kepler-732,0.021772320485746895,2.1772320485746897,0,0,2016
297,Kepler-1010 b,Kepler-1010,0.02174877910430703,2.174877910430703,0,0,2016
298,Kepler-267 c,Kepler-267,0.02165426120042413,2.165426120042413,0,0,2014
299,Kepler-231 b,Kepler-231,0.021634755290014972,2.1634755290014973,0,0,2014
300,TOI-776 c,TOI-776,0.021579591835323746,2.1579591835323746,0,0,2020
301,Kepler-968 b,Kepler-968,0.02156400815067292,2.156400815067292,0,0,2016
302,Kepler-477 b,Kepler-477,0.021563197358968972,2.156319735896897,0,0,2016
303,K2-133 d,K2-133,0.021561152389916988,2.1561152389916987,0,0,2017
304,Kepler-1246 b,Kepler-1246,0.02154272419553455,2.154272419553455,0,0,2016
305,K2-233 d,K2-233,0.02152412023117255,2.152412023117255,0,0,2018
306,Kepler-1333 b,Kepler-1333,0.02149914586180606,2.149914586180606,0,0,2016
307,Kepler-566 b,Kepler-566,0.021470322470186924,2.1470322470186924,0,0,2016
308,TOI-2345 c,TOI-2345,0.021452969864204575,2.1452969864204574,0,0,2025
309,TOI-663 d,TOI-663,0.02125987269846469,2.125987269846469,0,0,2024
310,HD 260655 c,HD 260655,0.021173076464451893,2.117307646445189,0,0,2022
311,Kepler-54 b,Kepler-54,0.02113022559600221,2.113022559600221,0,0,2012
312,Kepler-353 c,Kepler-353,0.02107461614770182,2.107461614770182,0,0,2014
313,Kepler-155 b,Kepler-155,0.021059233050831704,2.1059233050831705,0,0,2014
314,Kepler-330 c,Kepler-330,0.021044998503780263,2.1044998503780263,0,0,2014
315,Kepler-83 b,Kepler-83,0.021042835306172906,2.1042835306172907,0,0,2012
316,Kepler-235 b,Kepler-235,0.021025603528001303,2.1025603528001304,0,0,2014
317,Kepler-1643 b,Kepler-1643,0.021023293612652507,2.1023293612652507,0,0,2016
318,Kepler-1032 b,Kepler-1032,0.02099346059018955,2.0993460590189548,0,0,2016
319,TOI-2081 b,TOI-2081,0.020934543608813045,2.0934543608813043,0,0,2022
320,Kepler-186 e,Kepler-186,0.020905729921987554,2.0905729921987555,0,0,2014
321,Kepler-1086 b,Kepler-1086,0.020904718503737554,2.0904718503737554,0,0,2016
322,KOI-7913 b,KOI-7913,0.020879570207416976,2.0879570207416975,0,0,2022
323,TRAPPIST-1 g,TRAPPIST-1,0.0208509330017267,2.08509330017267,0,0,2017
324,Kepler-615 b,Kepler-615,0.020847036929802804,2.0847036929802805,0,0,2016
325,K2-5 b,K2-5,0.02076153166863437,2.076153166863437,0,0,2015
326,Kepler-252 c,Kepler-252,0.020741963406539138,2.0741963406539137,0,0,2014
